lg_nw,w_nw,h_nw,t_ox,N_sd,eps_ox,index
14,4,2,1,2.0e+20,7.5,442
14,3,3,0.5,1.0e+20,22,443
18,2,2,0.5,2.0e+20,7.5,444
12,3,3,0.5,5.0e+19,7.5,445
14,4,3,0.5,5.0e+19,22,446
16,2,2,1.5,2.0e+20,22,447
18,4,2,1.5,5.0e+19,22,448
10,4,4,0.5,5.0e+19,22,449
20,4,4,0.5,1.0e+20,22,450
12,4,3,1.5,1.0e+20,7.5,451
10,3,2,1.5,1.0e+20,7.5,452
16,3,3,1,5.0e+19,3.9,453
12,3,2,1.5,5.0e+19,22,454
20,3,2,1,5.0e+19,3.9,455
10,4,3,0.5,1.0e+20,22,456
12,4,2,0.5,2.0e+20,22,457
18,2,2,1.5,1.0e+20,7.5,458
10,3,2,1,2.0e+20,3.9,459
16,3,2,1.5,2.0e+20,22,460
18,3,2,1,5.0e+19,3.9,461
20,4,3,1.5,1.0e+20,3.9,462
18,3,2,0.5,1.0e+20,22,463
18,2,2,0.5,2.0e+20,22,464
16,4,2,0.5,5.0e+19,22,465
18,4,2,1,1.0e+20,7.5,466
14,4,2,1,1.0e+20,22,467
20,3,3,0.5,1.0e+20,22,468
16,4,4,1,2.0e+20,7.5,469
10,4,3,1.5,1.0e+20,3.9,470
10,3,2,1,1.0e+20,3.9,471
20,4,3,1,5.0e+19,7.5,472
12,3,2,1.5,1.0e+20,3.9,473
10,4,2,1.5,5.0e+19,22,474
14,2,2,1,1.0e+20,3.9,475
18,4,4,0.5,5.0e+19,22,476
16,2,2,1,1.0e+20,22,477
16,4,2,1,5.0e+19,7.5,478
14,4,4,1,1.0e+20,3.9,479
20,4,2,1,2.0e+20,22,480
10,3,2,0.5,2.0e+20,22,481
16,3,2,1.5,1.0e+20,22,482
14,4,3,1,1.0e+20,3.9,483
20,4,2,0.5,2.0e+20,22,484
18,4,3,1,5.0e+19,7.5,485
10,4,3,1,2.0e+20,7.5,486
18,4,3,0.5,2.0e+20,22,487
20,3,2,1.5,1.0e+20,7.5,488
14,4,2,1.5,2.0e+20,22,489
20,3,2,1.5,5.0e+19,22,490
18,3,3,1.5,5.0e+19,22,491
14,3,2,0.5,5.0e+19,22,492
16,2,2,1,2.0e+20,3.9,493
20,3,2,1,5.0e+19,22,494
12,3,2,1.5,2.0e+20,7.5,495
10,3,3,0.5,1.0e+20,7.5,496
16,4,4,0.5,5.0e+19,7.5,497
16,2,2,0.5,1.0e+20,7.5,498
12,4,2,0.5,1.0e+20,7.5,499
14,3,3,0.5,2.0e+20,3.9,500
16,4,4,1.5,5.0e+19,22,501
14,4,4,1,5.0e+19,7.5,502
10,2,2,0.5,2.0e+20,22,503
12,4,3,1.5,5.0e+19,22,504
12,4,3,0.5,2.0e+20,7.5,505
12,3,2,1,5.0e+19,3.9,506
16,2,2,1.5,5.0e+19,3.9,507
12,4,4,1.5,1.0e+20,7.5,508
12,3,3,0.5,2.0e+20,22,509
14,4,2,1.5,2.0e+20,3.9,510
14,2,2,0.5,5.0e+19,22,511
16,4,3,1.5,2.0e+20,22,512
12,4,4,1.5,2.0e+20,22,513
16,3,3,1.5,2.0e+20,3.9,514
18,4,3,0.5,2.0e+20,7.5,515
18,3,2,1,1.0e+20,7.5,516
14,4,4,1.5,5.0e+19,7.5,517
20,3,2,0.5,5.0e+19,3.9,518
10,3,2,0.5,2.0e+20,7.5,519
20,2,2,1.5,5.0e+19,22,520
20,4,2,0.5,1.0e+20,3.9,521
16,3,3,0.5,5.0e+19,22,522
20,4,4,1.5,1.0e+20,3.9,523
12,4,2,1.5,1.0e+20,22,524
12,4,4,1,1.0e+20,22,525
14,3,3,1,2.0e+20,3.9,526
16,4,2,0.5,2.0e+20,3.9,527
18,3,2,1.5,2.0e+20,7.5,528
10,3,3,1,1.0e+20,22,529
10,4,3,1.5,2.0e+20,7.5,530
20,4,3,1.5,5.0e+19,3.9,531
20,4,4,1,5.0e+19,22,532
14,2,2,0.5,5.0e+19,3.9,533
12,3,3,1.5,1.0e+20,7.5,534
20,2,2,1,5.0e+19,3.9,535
14,3,2,1,1.0e+20,7.5,536
18,3,3,0.5,1.0e+20,22,537
14,2,2,1.5,1.0e+20,7.5,538
10,2,2,1,1.0e+20,7.5,539
10,4,2,1.5,1.0e+20,7.5,540
20,3,2,0.5,1.0e+20,22,541
10,4,4,1,1.0e+20,7.5,542
18,4,2,1,2.0e+20,7.5,543
16,4,3,1,5.0e+19,22,544
18,3,2,1,2.0e+20,22,545
14,2,2,1,5.0e+19,22,546
10,4,4,0.5,1.0e+20,7.5,547
10,4,3,1,1.0e+20,7.5,548
10,4,2,1,5.0e+19,7.5,549
10,4,2,0.5,1.0e+20,22,550
18,2,2,1,5.0e+19,3.9,551
10,2,2,1,2.0e+20,3.9,552
20,3,3,1.5,1.0e+20,3.9,553
20,4,2,1,2.0e+20,7.5,554
10,4,4,1,5.0e+19,22,555
18,4,2,1,5.0e+19,22,556
18,4,4,0.5,1.0e+20,22,557
16,4,3,1,2.0e+20,7.5,558
16,3,3,1,2.0e+20,22,559
12,4,3,0.5,1.0e+20,3.9,560
18,3,2,0.5,5.0e+19,7.5,561
16,4,2,1.5,5.0e+19,3.9,562
14,3,2,1,5.0e+19,3.9,563
10,3,2,0.5,1.0e+20,3.9,564
20,4,3,0.5,2.0e+20,3.9,565
14,2,2,1.5,2.0e+20,3.9,566
10,4,3,0.5,5.0e+19,7.5,567
14,3,2,0.5,1.0e+20,22,568
18,4,3,1.5,5.0e+19,7.5,569
16,3,3,0.5,5.0e+19,3.9,570
18,4,4,1,2.0e+20,22,571
10,4,2,1,2.0e+20,22,572
12,4,4,1,5.0e+19,7.5,573
10,3,2,1.5,5.0e+19,7.5,574
20,3,2,1.5,2.0e+20,3.9,575
18,2,2,0.5,1.0e+20,3.9,576
14,4,4,0.5,2.0e+20,7.5,577
16,2,2,0.5,2.0e+20,3.9,578
12,3,3,1,2.0e+20,3.9,579
12,4,3,1.5,5.0e+19,7.5,580
18,2,2,1,1.0e+20,3.9,581
14,4,2,0.5,5.0e+19,3.9,582
18,4,4,1,1.0e+20,3.9,583
20,4,3,0.5,1.0e+20,7.5,584
10,3,2,1,5.0e+19,22,585
16,4,4,1.5,2.0e+20,7.5,586
12,3,2,0.5,5.0e+19,7.5,587
18,4,3,1,1.0e+20,3.9,588
14,3,3,1.5,5.0e+19,3.9,589
12,4,3,1,1.0e+20,22,590
10,3,3,1,1.0e+20,7.5,591
12,4,4,1,5.0e+19,22,592
10,4,3,0.5,1.0e+20,7.5,593
12,3,2,0.5,1.0e+20,7.5,594
14,3,2,0.5,2.0e+20,3.9,595
10,4,4,1.5,5.0e+19,3.9,596
12,4,3,1.5,1.0e+20,22,597
20,4,4,1.5,2.0e+20,7.5,598
14,3,3,1,2.0e+20,22,599
12,3,3,1.5,2.0e+20,7.5,600
18,2,2,1.5,5.0e+19,7.5,601
14,4,3,1,5.0e+19,7.5,602
14,4,3,1.5,2.0e+20,3.9,603
20,2,2,0.5,2.0e+20,3.9,604
10,2,2,0.5,5.0e+19,7.5,605
18,4,4,1,1.0e+20,22,606
18,4,4,0.5,5.0e+19,3.9,607
12,2,2,1,5.0e+19,3.9,608
12,4,2,0.5,2.0e+20,7.5,609
14,4,2,1,1.0e+20,7.5,610
14,4,3,1,5.0e+19,22,611
10,3,3,0.5,2.0e+20,7.5,612
20,3,3,0.5,5.0e+19,3.9,613
16,2,2,1,5.0e+19,22,614
20,3,2,0.5,1.0e+20,3.9,615
20,4,3,1,1.0e+20,22,616
12,4,4,0.5,5.0e+19,3.9,617
12,4,2,1,2.0e+20,7.5,618
18,4,2,0.5,2.0e+20,7.5,619
16,3,2,1.5,2.0e+20,3.9,620
20,4,2,1.5,5.0e+19,3.9,621
10,4,2,1.5,2.0e+20,7.5,622
18,3,3,1.5,2.0e+20,7.5,623
16,4,3,0.5,2.0e+20,3.9,624
12,2,2,1.5,5.0e+19,7.5,625
20,4,4,1,5.0e+19,7.5,626
12,3,2,1,5.0e+19,22,627
10,3,3,1.5,1.0e+20,3.9,628
16,2,2,1.5,1.0e+20,3.9,629
12,4,2,1.5,1.0e+20,3.9,630
10,3,3,1,5.0e+19,3.9,631
16,4,4,1.5,1.0e+20,22,632
18,3,3,1,2.0e+20,3.9,633
12,4,4,0.5,1.0e+20,3.9,634
18,4,4,1,5.0e+19,7.5,635
18,3,3,1,1.0e+20,3.9,636
16,3,3,1.5,1.0e+20,22,637
20,4,2,1.5,1.0e+20,7.5,638
10,4,4,1,2.0e+20,7.5,639
12,4,2,1,2.0e+20,22,640
16,3,2,1,2.0e+20,3.9,641
16,3,2,1,1.0e+20,22,642
20,4,4,0.5,1.0e+20,7.5,643
12,2,2,0.5,1.0e+20,22,644
20,3,3,1,2.0e+20,3.9,645
18,2,2,1.5,1.0e+20,3.9,646
20,3,2,1,5.0e+19,7.5,647
16,4,3,1.5,1.0e+20,22,648
14,3,2,1,5.0e+19,22,649
12,4,3,1.5,1.0e+20,3.9,650
16,3,3,1,5.0e+19,7.5,651
18,2,2,1,2.0e+20,22,652
10,3,2,1.5,1.0e+20,3.9,653
18,4,2,1,1.0e+20,3.9,654
16,4,4,1,2.0e+20,3.9,655
18,3,2,1,5.0e+19,7.5,656
16,4,2,1,1.0e+20,22,657
14,4,2,1,2.0e+20,22,658
20,4,3,1.5,1.0e+20,7.5,659
10,3,2,1,2.0e+20,7.5,660
12,4,4,1.5,2.0e+20,7.5,661
12,4,3,1,5.0e+19,3.9,662
16,3,2,0.5,5.0e+19,7.5,663
18,4,2,1.5,5.0e+19,3.9,664
10,4,2,1,1.0e+20,7.5,665
10,4,4,1.5,1.0e+20,7.5,666
12,4,4,1.5,1.0e+20,22,667
10,3,3,1.5,5.0e+19,3.9,668
20,3,3,1.5,2.0e+20,7.5,669
12,3,3,1,2.0e+20,22,670
16,4,3,1.5,5.0e+19,7.5,671
14,2,2,1,5.0e+19,7.5,672
12,2,2,0.5,2.0e+20,3.9,673
18,3,3,0.5,5.0e+19,3.9,674
14,3,3,1,1.0e+20,7.5,675
12,3,3,0.5,1.0e+20,7.5,676
14,4,4,1,5.0e+19,22,677
10,4,2,0.5,1.0e+20,7.5,678
20,4,2,0.5,2.0e+20,7.5,679
10,4,2,0.5,5.0e+19,3.9,680
14,2,2,0.5,1.0e+20,7.5,681
18,2,2,0.5,2.0e+20,3.9,682
12,3,3,0.5,5.0e+19,3.9,683
14,4,2,1,2.0e+20,3.9,684
16,2,2,0.5,1.0e+20,22,685
14,3,2,1.5,5.0e+19,7.5,686
10,4,4,0.5,2.0e+20,7.5,687
20,4,4,0.5,5.0e+19,3.9,688
20,3,3,1,1.0e+20,22,689
10,2,2,1,5.0e+19,22,690
18,4,4,1.5,2.0e+20,7.5,691
20,3,3,0.5,1.0e+20,3.9,692
12,4,2,1.5,5.0e+19,3.9,693
12,3,3,1.5,1.0e+20,22,694
14,4,3,0.5,5.0e+19,7.5,695
20,2,2,1.5,5.0e+19,7.5,696
10,2,2,1.5,2.0e+20,3.9,697
12,4,3,1,5.0e+19,22,698
16,4,2,1,2.0e+20,22,699
12,4,4,1.5,1.0e+20,3.9,700
14,4,2,1.5,2.0e+20,7.5,701
18,3,3,1,5.0e+19,22,702
18,2,2,1.5,1.0e+20,22,703
12,3,2,1,5.0e+19,7.5,704
16,2,2,1.5,5.0e+19,7.5,705
12,4,3,0.5,2.0e+20,3.9,706
14,3,3,0.5,2.0e+20,7.5,707
14,4,4,1,5.0e+19,3.9,708
10,3,3,0.5,1.0e+20,3.9,709
16,4,4,0.5,5.0e+19,3.9,710
12,3,2,1.5,2.0e+20,3.9,711
12,4,2,0.5,1.0e+20,3.9,712
16,2,2,0.5,1.0e+20,3.9,713
20,4,3,1.5,5.0e+19,7.5,714
14,2,2,0.5,5.0e+19,7.5,715
10,4,3,1.5,2.0e+20,3.9,716
18,4,3,1,2.0e+20,22,717
20,4,4,1.5,1.0e+20,7.5,718
14,3,3,1,2.0e+20,7.5,719
16,4,2,0.5,2.0e+20,7.5,720
16,3,2,1,5.0e+19,22,721
18,3,2,1.5,2.0e+20,3.9,722
10,3,2,0.5,2.0e+20,3.9,723
20,3,2,0.5,5.0e+19,7.5,724
20,4,2,0.5,1.0e+20,7.5,725
14,4,4,1.5,5.0e+19,3.9,726
14,4,2,0.5,1.0e+20,22,727
16,3,3,1.5,2.0e+20,7.5,728
18,4,3,0.5,2.0e+20,3.9,729
18,3,2,1,1.0e+20,3.9,730
10,4,4,1,1.0e+20,22,731
12,3,3,1,1.0e+20,22,732
12,2,2,1,5.0e+19,22,733
14,4,3,1,1.0e+20,7.5,734
10,4,3,1,5.0e+19,22,735
14,2,2,1,1.0e+20,22,736
16,4,2,1,5.0e+19,3.9,737
14,4,4,1,1.0e+20,7.5,738
20,4,3,1,5.0e+19,3.9,739
10,4,3,1.5,1.0e+20,7.5,740
10,3,2,1,1.0e+20,7.5,741
10,3,2,0.5,1.0e+20,22,742
14,2,2,1,1.0e+20,7.5,743
12,3,2,1.5,1.0e+20,7.5,744
10,3,3,1,2.0e+20,22,745
16,2,2,1,2.0e+20,7.5,746
16,4,4,1,5.0e+19,22,747
10,4,3,1,2.0e+20,3.9,748
20,3,2,1.5,1.0e+20,3.9,749
20,4,2,0.5,1.0e+20,22,750
18,4,3,0.5,1.0e+20,22,751
18,4,3,1,5.0e+19,3.9,752
12,3,2,1.5,5.0e+19,7.5,753
16,4,4,0.5,2.0e+20,7.5,754
14,3,3,0.5,5.0e+19,3.9,755
14,4,4,1,2.0e+20,7.5,756
14,4,3,1,2.0e+20,22,757
16,2,2,1.5,2.0e+20,3.9,758
12,3,2,1,2.0e+20,3.9,759
12,4,3,0.5,5.0e+19,7.5,760
16,2,2,1,2.0e+20,22,761
14,4,2,1.5,5.0e+19,3.9,762
18,4,3,0.5,5.0e+19,7.5,763
16,3,3,1.5,5.0e+19,3.9,764
10,3,2,1,1.0e+20,22,765
14,4,4,1.5,1.0e+20,3.9,766
14,4,4,1.5,2.0e+20,7.5,767
10,3,2,0.5,5.0e+19,7.5,768
20,3,2,0.5,2.0e+20,3.9,769
18,3,2,0.5,1.0e+20,3.9,770
16,4,2,1,1.0e+20,3.9,771
12,4,2,0.5,1.0e+20,22,772
14,4,2,0.5,1.0e+20,3.9,773
10,2,2,0.5,1.0e+20,3.9,774
16,3,3,0.5,1.0e+20,3.9,775
18,3,2,1.5,5.0e+19,7.5,776
12,4,4,1,2.0e+20,22,777
16,4,2,0.5,5.0e+19,3.9,778
14,3,3,1,5.0e+19,3.9,779
12,3,3,1,1.0e+20,3.9,780
14,2,2,0.5,2.0e+20,3.9,781
20,4,3,1.5,2.0e+20,3.9,782
10,4,3,1.5,5.0e+19,7.5,783
14,3,3,1,5.0e+19,22,784
16,3,2,0.5,1.0e+20,22,785
20,4,3,1,2.0e+20,7.5,786
16,4,2,1,2.0e+20,7.5,787
20,4,2,1,1.0e+20,7.5,788
12,4,2,1,5.0e+19,22,789
18,4,3,1,2.0e+20,7.5,790
18,4,2,1.5,1.0e+20,7.5,791
10,4,3,1,5.0e+19,7.5,792
18,4,4,0.5,1.0e+20,7.5,793
14,3,2,1.5,1.0e+20,7.5,794
12,3,2,1,2.0e+20,22,795
16,4,3,1.5,1.0e+20,7.5,796
16,2,2,1,5.0e+19,3.9,797
10,4,4,1,2.0e+20,22,798
18,4,2,1,2.0e+20,22,799
16,3,3,1,2.0e+20,3.9,800
10,4,3,1.5,1.0e+20,22,801
16,3,3,1,5.0e+19,22,802
20,3,2,1,2.0e+20,3.9,803
20,4,4,1.5,1.0e+20,22,804
20,3,3,1.5,1.0e+20,22,805
10,3,2,1,5.0e+19,3.9,806
14,4,3,1,1.0e+20,22,807
16,4,3,1,2.0e+20,22,808
12,4,3,1,1.0e+20,3.9,809
14,2,2,1,2.0e+20,22,810
18,3,2,1,2.0e+20,3.9,811
18,3,3,1.5,1.0e+20,3.9,812
18,3,2,1,5.0e+19,22,813
18,3,2,1.5,1.0e+20,22,814
12,2,2,1,1.0e+20,3.9,815
16,3,2,1.5,1.0e+20,3.9,816
16,3,2,1,1.0e+20,3.9,817
14,4,3,1.5,1.0e+20,3.9,818
12,4,4,1,1.0e+20,3.9,819
16,4,4,1,5.0e+19,7.5,820
10,3,2,1,2.0e+20,22,821
20,4,2,0.5,5.0e+19,3.9,822
10,4,2,0.5,2.0e+20,7.5,823
18,4,2,1,1.0e+20,22,824
18,3,3,0.5,2.0e+20,7.5,825
14,2,2,1,2.0e+20,3.9,826
16,4,3,1.5,2.0e+20,3.9,827
12,2,2,0.5,5.0e+19,7.5,828
10,3,3,1.5,2.0e+20,7.5,829
20,3,3,1.5,5.0e+19,3.9,830
20,3,2,1,1.0e+20,7.5,831
18,4,2,1.5,2.0e+20,7.5,832
14,4,4,1.5,1.0e+20,22,833
16,3,2,0.5,2.0e+20,3.9,834
12,4,4,1.5,5.0e+19,3.9,835
12,4,3,1,2.0e+20,7.5,836
20,2,2,0.5,1.0e+20,3.9,837
20,2,2,1.5,2.0e+20,3.9,838
14,4,3,0.5,2.0e+20,3.9,839
10,2,2,1.5,5.0e+19,7.5,840
14,3,3,1.5,1.0e+20,22,841
16,4,4,1.5,1.0e+20,7.5,842
18,4,4,1,5.0e+19,22,843
12,4,2,1.5,2.0e+20,7.5,844
10,4,2,1,5.0e+19,22,845
18,4,3,0.5,1.0e+20,7.5,846
18,4,4,1.5,5.0e+19,3.9,847
10,4,4,0.5,5.0e+19,3.9,848
16,4,2,0.5,1.0e+20,7.5,849
20,4,4,0.5,2.0e+20,7.5,850
12,2,2,0.5,1.0e+20,7.5,851
14,3,2,1.5,2.0e+20,3.9,852
14,3,3,0.5,1.0e+20,7.5,853
10,2,2,0.5,1.0e+20,22,854
14,4,2,1,5.0e+19,7.5,855
12,3,3,0.5,2.0e+20,7.5,856
18,2,2,0.5,5.0e+19,7.5,857
12,2,2,1,2.0e+20,7.5,858
12,4,2,0.5,5.0e+19,3.9,859
18,4,4,0.5,2.0e+20,7.5,860
20,4,4,1,1.0e+20,7.5,861
20,2,2,0.5,5.0e+19,7.5,862
14,4,3,1.5,5.0e+19,7.5,863
10,2,2,0.5,2.0e+20,3.9,864
18,3,2,1,1.0e+20,22,865
20,2,2,1,1.0e+20,7.5,866
18,4,3,1,5.0e+19,22,867
12,2,2,1,1.0e+20,22,868
14,4,3,1,2.0e+20,3.9,869
18,2,2,1.5,2.0e+20,3.9,870
20,4,3,1,1.0e+20,7.5,871
12,3,3,1.5,5.0e+19,3.9,872
14,4,3,1.5,1.0e+20,22,873
16,3,2,1,2.0e+20,22,874
10,4,4,1.5,2.0e+20,7.5,875
20,4,4,1.5,5.0e+19,3.9,876
14,3,2,0.5,5.0e+19,7.5,877
16,4,3,0.5,5.0e+19,7.5,878
12,2,2,1.5,2.0e+20,3.9,879
18,3,3,1.5,5.0e+19,3.9,880
14,3,2,0.5,1.0e+20,7.5,881
20,4,2,1.5,2.0e+20,7.5,882
10,4,2,1.5,5.0e+19,3.9,883
18,4,4,1.5,1.0e+20,7.5,884
16,4,3,0.5,1.0e+20,7.5,885
20,2,2,0.5,1.0e+20,22,886
18,4,2,0.5,1.0e+20,7.5,887
16,3,2,1.5,5.0e+19,7.5,888
18,4,2,0.5,5.0e+19,3.9,889
12,4,4,0.5,2.0e+20,7.5,890
16,4,2,1,5.0e+19,22,891
12,4,2,1,5.0e+19,3.9,892
10,3,3,0.5,5.0e+19,3.9,893
20,3,3,0.5,2.0e+20,7.5,894
18,3,3,1,2.0e+20,22,895
18,3,3,1,5.0e+19,7.5,896
10,4,4,1.5,1.0e+20,22,897
10,3,3,1,2.0e+20,7.5,898
18,4,2,1.5,1.0e+20,22,899
10,3,3,1,5.0e+19,22,900
16,4,4,1,2.0e+20,22,901
20,4,4,1,2.0e+20,3.9,902
20,4,3,1.5,1.0e+20,22,903
16,4,4,1,1.0e+20,3.9,904
20,3,3,1,5.0e+19,7.5,905
14,3,3,1,1.0e+20,22,906
16,4,4,1,1.0e+20,22,907
10,2,2,1.5,1.0e+20,3.9,908
16,2,2,1,1.0e+20,3.9,909
14,2,2,0.5,1.0e+20,22,910
14,4,2,1.5,1.0e+20,3.9,911
16,3,2,1,5.0e+19,7.5,912
12,3,2,1,1.0e+20,3.9,913
16,3,3,1.5,1.0e+20,3.9,914
18,3,2,1.5,1.0e+20,3.9,915
16,4,3,1,1.0e+20,3.9,916
10,4,4,1,5.0e+19,3.9,917
12,2,2,1,2.0e+20,22,918
14,4,4,0.5,1.0e+20,3.9,919
10,3,3,1.5,1.0e+20,22,920
10,4,3,1,2.0e+20,22,921
18,4,4,1,2.0e+20,3.9,922
14,4,2,1,5.0e+19,22,923
10,4,2,1,2.0e+20,3.9,924
20,2,2,1.5,1.0e+20,3.9,925
20,3,3,1,1.0e+20,7.5,926
18,4,2,1,5.0e+19,3.9,927
20,2,2,1,2.0e+20,7.5,928
16,4,3,1,5.0e+19,3.9,929
12,2,2,1.5,1.0e+20,7.5,930
18,2,2,1,5.0e+19,22,931
16,4,2,1.5,1.0e+20,7.5,932
14,3,2,1,2.0e+20,22,933
20,4,2,1,5.0e+19,3.9,934
14,3,3,1.5,1.0e+20,7.5,935
16,4,4,0.5,1.0e+20,7.5,936
10,2,2,1,5.0e+19,7.5,937
18,4,3,1.5,1.0e+20,7.5,938
18,2,2,1,2.0e+20,7.5,939
16,4,2,0.5,1.0e+20,22,940
12,4,4,1,2.0e+20,3.9,941
14,4,4,0.5,5.0e+19,3.9,942
